age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
59,private,216851,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50K
37,private,83893,assoc-voc,11,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50K
35,private,356838,some-college,10,married-civ-spouse,tech-support,husband,white,male,2829,0,55,poland,<=50K
46,,162034,hs-grad,9,married-civ-spouse,,husband,white,male,0,0,40,united-states,<=50K
39,private,114844,bachelors,13,never-married,sales,not-in-family,white,male,0,1876,50,united-states,<=50K
53,state-gov,104501,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,,>50K
43,private,180985,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,>50K
33,local-gov,222654,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,66,,<=50K
48,private,36503,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
47,private,296066,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
45,private,327886,prof-school,15,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,>50K
46,private,84402,bachelors,13,divorced,prof-specialty,not-in-family,white,male,0,0,45,united-states,>50K
37,private,112497,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50K
47,self-emp-not-inc,61885,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50K
46,federal-gov,162187,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
28,local-gov,263600,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,>50K
58,self-emp-not-inc,248841,hs-grad,9,married-civ-spouse,sales,husband,white,male,15024,0,40,united-states,>50K
26,self-emp-not-inc,117125,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,portugal,<=50K
52,private,99602,hs-grad,9,separated,craft-repair,own-child,black,female,0,0,40,united-states,<=50K
35,private,81259,bachelors,13,never-married,adm-clerical,not-in-family,white,female,0,0,43,united-states,<=50K
29,private,107812,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
37,self-emp-not-inc,119929,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
45,federal-gov,201127,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,56,united-states,>50K
64,private,210082,hs-grad,9,widowed,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
34,self-emp-not-inc,313729,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,<=50K
48,self-emp-inc,250674,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,<=50K
41,private,173370,bachelors,13,separated,sales,unmarried,white,female,0,0,30,united-states,<=50K
35,private,317153,hs-grad,9,never-married,sales,not-in-family,white,female,0,0,40,united-states,<=50K
45,private,127303,some-college,10,never-married,machine-op-inspct,own-child,white,male,0,0,45,united-states,<=50K
64,private,342494,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
21,private,221157,hs-grad,9,never-married,other-service,own-child,black,female,0,0,30,united-states,<=50K
61,self-emp-inc,148577,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,>50K
33,private,259931,11th,7,separated,machine-op-inspct,other-relative,white,male,0,0,30,united-states,<=50K
72,,402306,some-college,10,married-civ-spouse,,husband,white,male,0,0,32,canada,<=50K
43,private,104196,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50K
51,local-gov,88120,hs-grad,9,never-married,other-service,not-in-family,black,male,0,0,40,united-states,<=50K
48,private,232840,some-college,10,widowed,adm-clerical,unmarried,white,female,0,0,43,united-states,<=50K
42,private,318947,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50K
34,private,250724,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,45,jamaica,<=50K
24,private,293579,hs-grad,9,never-married,sales,own-child,black,female,0,0,20,united-states,<=50K
39,self-emp-not-inc,163204,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50K
19,private,116562,hs-grad,9,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50K
24,,108495,hs-grad,9,never-married,,own-child,white,male,0,0,40,united-states,<=50K
38,private,193815,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,italy,<=50K
42,private,349884,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,35,united-states,<=50K
57,self-emp-not-inc,174760,assoc-acdm,12,married-spouse-absent,farming-fishing,unmarried,amer-indian-eskimo,male,0,0,40,united-states,<=50K
19,private,188864,hs-grad,9,never-married,sales,unmarried,black,female,0,0,20,united-states,<=50K
52,local-gov,89705,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
66,,129476,bachelors,13,married-civ-spouse,,husband,white,male,0,0,6,united-states,<=50K
32,private,128016,hs-grad,9,married-spouse-absent,other-service,unmarried,white,female,0,0,20,united-states,<=50K
20,private,308239,some-college,10,never-married,other-service,own-child,white,male,0,0,16,united-states,<=50K
42,private,74949,some-college,10,divorced,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
42,private,184837,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,7298,0,40,united-states,>50K
19,private,168693,hs-grad,9,never-married,sales,own-child,white,female,0,0,25,united-states,<=50K
50,state-gov,133014,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
44,federal-gov,102238,hs-grad,9,divorced,craft-repair,unmarried,white,male,0,0,40,united-states,<=50K
19,state-gov,156294,some-college,10,never-married,prof-specialty,own-child,white,male,0,0,25,united-states,<=50K
61,,347089,hs-grad,9,married-civ-spouse,,husband,white,male,0,0,16,united-states,<=50K
27,private,159623,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50K
50,private,108435,masters,14,married-civ-spouse,exec-managerial,husband,white,male,99999,0,60,united-states,>50K
30,private,174201,some-college,10,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50K
19,private,186159,some-college,10,never-married,sales,not-in-family,white,female,0,0,40,united-states,<=50K
57,,137658,hs-grad,9,married-civ-spouse,,husband,other,male,0,0,5,columbia,<=50K
35,private,214896,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,45,united-states,<=50K
42,private,248356,hs-grad,9,never-married,sales,unmarried,white,female,0,0,40,united-states,<=50K
48,private,119471,doctorate,16,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,40,india,>50K
31,private,152940,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
25,private,224943,some-college,10,married-spouse-absent,prof-specialty,unmarried,black,male,0,0,40,united-states,<=50K
33,private,190511,7th-8th,4,divorced,handlers-cleaners,not-in-family,white,male,2176,0,35,united-states,<=50K
47,federal-gov,99549,some-college,10,divorced,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50K
60,private,123218,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50K
65,local-gov,323006,hs-grad,9,widowed,other-service,unmarried,black,female,0,0,25,united-states,<=50K
36,private,172538,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,52,united-states,>50K
58,private,158002,some-college,10,married-civ-spouse,sales,husband,black,male,0,0,40,united-states,<=50K
64,local-gov,31993,7th-8th,4,married-civ-spouse,protective-serv,husband,white,male,0,0,10,united-states,<=50K
24,self-emp-not-inc,161508,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,50,united-states,<=50K
22,private,83998,some-college,10,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50K
41,private,267252,some-college,10,married-civ-spouse,machine-op-inspct,husband,black,male,0,1902,40,united-states,>50K
48,self-emp-inc,149218,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,0,0,70,united-states,>50K
21,private,308237,5th-6th,3,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,mexico,<=50K
70,private,206232,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,<=50K
44,self-emp-not-inc,274562,hs-grad,9,never-married,craft-repair,not-in-family,white,male,14344,0,40,united-states,>50K
70,private,170428,bachelors,13,widowed,prof-specialty,unmarried,white,female,0,0,20,puerto-rico,<=50K
36,private,268292,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,41,united-states,<=50K
27,private,178688,assoc-voc,11,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,<=50K
30,private,33678,hs-grad,9,never-married,sales,own-child,white,male,0,0,40,united-states,<=50K
36,private,258102,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50K
45,private,270842,some-college,10,divorced,other-service,not-in-family,white,female,0,0,40,united-states,<=50K
26,private,250066,assoc-voc,11,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50K
44,private,198282,masters,14,married-civ-spouse,exec-managerial,husband,white,male,15024,0,40,united-states,>50K
20,,232022,some-college,10,never-married,,own-child,white,female,0,0,40,united-states,<=50K
18,private,365683,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,16,united-states,<=50K
63,,179981,hs-grad,9,married-civ-spouse,,husband,white,male,0,0,4,united-states,<=50K
36,private,607848,some-college,10,married-civ-spouse,sales,husband,white,male,7688,0,45,united-states,>50K
62,,83439,7th-8th,4,married-civ-spouse,,husband,white,male,0,0,40,united-states,<=50K
23,state-gov,287988,bachelors,13,never-married,prof-specialty,not-in-family,white,male,10520,0,40,united-states,>50K
41,private,30759,7th-8th,4,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,<=50K
28,private,60772,bachelors,13,never-married,exec-managerial,own-child,white,female,0,0,45,united-states,<=50K
44,private,36271,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
33,local-gov,55921,assoc-voc,11,never-married,protective-serv,not-in-family,white,male,0,0,70,united-states,<=50K
50,self-emp-inc,175070,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50K
46,state-gov,265554,hs-grad,9,never-married,transport-moving,not-in-family,black,male,0,0,40,united-states,<=50K
33,self-emp-not-inc,361497,hs-grad,9,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
19,private,143857,some-college,10,never-married,sales,own-child,white,female,0,0,35,united-states,<=50K
22,private,464103,1st-4th,2,never-married,craft-repair,not-in-family,white,male,0,0,40,guatemala,<=50K
24,private,99970,bachelors,13,never-married,tech-support,own-child,white,male,0,0,40,united-states,<=50K
85,private,98611,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,poland,<=50K
58,private,316849,some-college,10,divorced,other-service,not-in-family,white,male,0,0,40,united-states,<=50K
32,local-gov,255004,some-college,10,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
19,federal-gov,255921,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,20,england,<=50K
42,private,230959,bachelors,13,married-civ-spouse,adm-clerical,wife,asian-pac-islander,female,0,1887,40,philippines,>50K
52,private,183618,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50K
25,private,274228,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,84,united-states,<=50K
24,private,49218,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50K
23,private,173851,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50K
32,private,235124,assoc-voc,11,divorced,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
35,private,149347,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50K
39,private,306646,some-college,10,married-civ-spouse,sales,husband,white,male,3103,0,50,united-states,>50K
32,private,391874,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
46,private,102542,7th-8th,4,never-married,other-service,own-child,white,male,0,0,52,united-states,<=50K
31,private,106347,some-college,10,married-civ-spouse,adm-clerical,wife,black,female,0,0,40,united-states,<=50K
21,private,119309,some-college,10,never-married,tech-support,own-child,white,male,0,1602,16,united-states,<=50K
48,private,144844,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
67,private,95113,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,37,united-states,>50K
52,private,185407,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,48,poland,>50K
39,self-emp-not-inc,190023,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50K
43,private,57322,assoc-acdm,12,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
55,private,28735,hs-grad,9,divorced,adm-clerical,unmarried,amer-indian-eskimo,female,0,0,45,united-states,<=50K
41,local-gov,340682,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
56,local-gov,212864,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50K
39,local-gov,113253,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,50,united-states,>50K
28,private,210867,11th,7,divorced,sales,own-child,white,male,0,0,40,united-states,<=50K
38,private,117528,bachelors,13,never-married,other-service,other-relative,white,female,0,0,45,united-states,<=50K
47,private,121124,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,15024,0,50,united-states,>50K
17,private,183110,11th,7,never-married,handlers-cleaners,own-child,white,male,0,0,16,united-states,<=50K
28,private,209801,9th,5,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,<=50K
23,private,125491,some-college,10,never-married,other-service,not-in-family,asian-pac-islander,female,0,0,35,vietnam,<=50K
30,private,115426,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50K
26,state-gov,294400,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,38,united-states,<=50K
63,private,440607,preschool,1,married-civ-spouse,prof-specialty,husband,other,male,0,0,30,mexico,<=50K
25,state-gov,180884,some-college,10,married-civ-spouse,adm-clerical,wife,black,female,0,0,40,united-states,<=50K
46,private,95636,some-college,10,divorced,handlers-cleaners,not-in-family,white,male,0,0,45,united-states,<=50K
58,local-gov,283635,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
43,private,328570,some-college,10,divorced,machine-op-inspct,unmarried,black,female,0,0,38,united-states,<=50K
19,private,278870,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,16,united-states,<=50K
19,private,57206,hs-grad,9,never-married,sales,own-child,white,female,0,0,20,united-states,<=50K
25,private,123586,some-college,10,never-married,adm-clerical,unmarried,other,male,0,0,40,united-states,<=50K
35,private,225860,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50K
27,private,198188,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,2580,0,45,united-states,<=50K
52,private,132973,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,38,united-states,<=50K
28,private,103802,bachelors,13,never-married,exec-managerial,own-child,white,female,0,1408,40,,<=50K
39,local-gov,301614,assoc-voc,11,married-civ-spouse,protective-serv,husband,white,male,0,0,48,united-states,>50K
51,private,202752,hs-grad,9,never-married,craft-repair,not-in-family,black,male,0,0,40,united-states,<=50K
19,private,327397,hs-grad,9,never-married,prof-specialty,own-child,white,male,0,0,30,united-states,<=50K
24,private,172612,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
45,private,175262,9th,5,married-civ-spouse,handlers-cleaners,husband,asian-pac-islander,male,0,0,40,india,<=50K
31,private,342730,assoc-acdm,12,separated,transport-moving,not-in-family,white,male,0,0,45,united-states,<=50K
49,private,353824,some-college,10,divorced,prof-specialty,not-in-family,white,male,0,0,45,united-states,>50K
55,private,153484,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,50,united-states,>50K
24,private,108495,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,40,india,<=50K
27,private,178564,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,30,united-states,<=50K
31,private,259931,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
49,private,411273,10th,6,divorced,machine-op-inspct,not-in-family,black,male,0,0,40,united-states,<=50K
54,self-emp-not-inc,199741,hs-grad,9,widowed,craft-repair,not-in-family,white,male,0,2001,35,united-states,<=50K
21,private,654141,hs-grad,9,never-married,craft-repair,not-in-family,black,male,0,0,32,united-states,<=50K
17,private,171080,12th,8,never-married,handlers-cleaners,own-child,white,male,0,0,20,united-states,<=50K
34,private,202822,masters,14,never-married,tech-support,unmarried,black,female,0,0,40,,<=50K
22,private,117363,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,35,united-states,<=50K
41,state-gov,144928,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
67,,63552,7th-8th,4,widowed,,not-in-family,white,female,0,0,35,united-states,<=50K
20,private,27049,some-college,10,never-married,exec-managerial,own-child,white,female,0,0,20,united-states,<=50K
34,private,88215,masters,14,married-civ-spouse,prof-specialty,wife,asian-pac-islander,female,0,0,40,china,>50K
39,private,67136,assoc-voc,11,separated,adm-clerical,not-in-family,asian-pac-islander,male,0,0,40,united-states,<=50K
47,private,144351,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50K
21,private,118186,some-college,10,never-married,sales,own-child,black,female,0,0,20,united-states,<=50K
22,private,163870,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50K
42,local-gov,109684,masters,14,never-married,prof-specialty,not-in-family,white,female,0,1741,35,united-states,<=50K
59,private,38573,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
30,local-gov,257796,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
61,self-emp-not-inc,503675,some-college,10,married-civ-spouse,sales,husband,black,male,0,0,60,united-states,>50K
22,private,234474,some-college,10,never-married,adm-clerical,own-child,black,female,0,0,25,united-states,<=50K
32,private,34437,hs-grad,9,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50K
18,private,126125,hs-grad,9,never-married,other-service,own-child,white,male,0,0,20,united-states,<=50K
25,private,190916,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50K
31,private,327825,hs-grad,9,separated,machine-op-inspct,unmarried,white,female,0,2238,40,united-states,<=50K
38,private,26987,hs-grad,9,divorced,other-service,unmarried,white,female,0,0,40,united-states,<=50K
34,private,232475,some-college,10,divorced,exec-managerial,not-in-family,white,male,0,0,50,united-states,<=50K
50,private,266945,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,3137,0,40,el-salvador,<=50K
28,local-gov,332249,hs-grad,9,separated,transport-moving,own-child,white,male,0,0,45,united-states,<=50K
60,private,114413,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,0,0,30,united-states,<=50K
31,private,77143,12th,8,separated,transport-moving,unmarried,black,male,0,0,40,united-states,<=50K
67,,81761,hs-grad,9,divorced,,own-child,white,male,0,0,20,united-states,<=50K
22,private,318915,hs-grad,9,never-married,other-service,unmarried,white,female,0,0,40,united-states,<=50K
30,local-gov,346122,assoc-acdm,12,married-civ-spouse,protective-serv,husband,white,male,5013,0,45,united-states,<=50K
26,private,123384,masters,14,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50K
23,private,180339,assoc-acdm,12,never-married,sales,own-child,white,female,0,0,65,united-states,<=50K
35,private,119098,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50K
28,private,38309,assoc-voc,11,married-civ-spouse,adm-clerical,husband,white,male,2407,0,40,united-states,<=50K
54,local-gov,173050,masters,14,married-civ-spouse,prof-specialty,husband,white,male,7688,0,40,united-states,>50K
28,private,153546,11th,7,divorced,other-service,unmarried,white,female,0,0,40,united-states,<=50K
33,private,213226,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,50,united-states,<=50K
28,private,197484,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50K
24,private,279472,some-college,10,married-civ-spouse,machine-op-inspct,wife,white,female,7298,0,48,united-states,>50K
47,private,298037,assoc-voc,11,divorced,prof-specialty,unmarried,white,female,0,0,44,united-states,<=50K
62,,31577,hs-grad,9,married-civ-spouse,,husband,white,male,0,0,18,united-states,<=50K
22,private,390817,5th-6th,3,married-civ-spouse,craft-repair,other-relative,white,male,0,0,40,mexico,<=50K
61,private,539563,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50K
49,private,133917,assoc-voc,11,never-married,sales,other-relative,black,male,0,0,40,,<=50K
53,private,53197,masters,14,married-civ-spouse,prof-specialty,husband,white,male,3103,0,40,united-states,>50K
33,private,192002,masters,14,married-civ-spouse,exec-managerial,husband,white,male,7298,0,60,canada,>50K
55,private,209535,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50K
48,private,121253,bachelors,13,married-spouse-absent,sales,unmarried,white,female,0,2472,70,united-states,>50K
57,,155259,some-college,10,divorced,,not-in-family,white,female,0,0,40,united-states,<=50K
29,private,179498,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,germany,<=50K
37,private,172694,some-college,10,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,50,united-states,<=50K
26,private,103700,some-college,10,never-married,tech-support,own-child,white,female,0,0,40,united-states,<=50K
53,,133963,hs-grad,9,divorced,,not-in-family,white,female,0,0,40,united-states,<=50K
41,private,320744,hs-grad,9,never-married,craft-repair,not-in-family,white,male,3325,0,50,united-states,<=50K
52,private,162576,assoc-acdm,12,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50K
30,private,164190,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,42,united-states,<=50K
19,private,109005,some-college,10,never-married,prof-specialty,own-child,white,female,0,0,40,united-states,<=50K
38,local-gov,745768,some-college,10,divorced,exec-managerial,unmarried,black,female,0,0,45,united-states,<=50K
23,private,182494,7th-8th,4,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50K
38,private,193815,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50K
30,private,193598,preschool,1,never-married,farming-fishing,not-in-family,white,male,0,0,40,mexico,<=50K
61,private,95500,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
41,private,82778,1st-4th,2,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,mexico,<=50K
50,state-gov,97778,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50K
60,private,116707,some-college,10,married-civ-spouse,sales,husband,white,male,7298,0,40,united-states,>50K
25,private,193787,some-college,10,never-married,tech-support,own-child,white,female,0,0,40,united-states,<=50K
54,private,257765,7th-8th,4,divorced,machine-op-inspct,not-in-family,white,male,0,0,40,guatemala,<=50K
20,local-gov,247794,assoc-voc,11,never-married,adm-clerical,own-child,white,female,0,0,35,united-states,<=50K
29,private,385092,some-college,10,divorced,prof-specialty,own-child,white,female,0,0,36,united-states,<=50K
36,private,592930,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,0,0,50,united-states,>50K
36,private,131414,some-college,10,never-married,sales,not-in-family,black,female,0,0,36,united-states,<=50K
65,,327154,hs-grad,9,widowed,,unmarried,white,female,0,0,40,united-states,<=50K
60,state-gov,114060,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50K
17,private,156501,12th,8,never-married,other-service,own-child,white,female,0,0,16,united-states,<=50K
54,private,96792,hs-grad,9,widowed,other-service,unmarried,white,female,0,0,32,united-states,<=50K
43,private,104660,masters,14,widowed,exec-managerial,unmarried,white,male,4934,0,40,united-states,>50K
44,private,266135,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50K
25,private,130397,10th,6,never-married,farming-fishing,unmarried,amer-indian-eskimo,male,0,0,40,united-states,<=50K
31,private,124569,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,>50K
20,,41183,some-college,10,never-married,,own-child,white,female,0,0,30,united-states,<=50K
48,state-gov,78529,masters,14,separated,prof-specialty,not-in-family,white,male,0,0,60,united-states,<=50K
40,private,164678,assoc-acdm,12,divorced,prof-specialty,unmarried,white,female,0,0,32,united-states,<=50K
38,self-emp-not-inc,176657,some-college,10,separated,sales,not-in-family,asian-pac-islander,male,0,0,60,japan,<=50K
33,private,126414,bachelors,13,married-civ-spouse,other-service,wife,white,female,0,0,40,,<=50K
47,private,21906,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,25,united-states,<=50K
33,private,179758,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,0,20,united-states,<=50K
59,private,151616,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,<=50K
72,private,426562,11th,7,divorced,other-service,not-in-family,black,female,0,0,35,united-states,<=50K
38,self-emp-not-inc,129573,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,>50K
36,private,163278,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
68,private,50351,masters,14,never-married,adm-clerical,not-in-family,white,female,6360,0,20,united-states,<=50K
40,local-gov,27444,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,50,united-states,>50K
19,private,145844,assoc-acdm,12,never-married,exec-managerial,not-in-family,white,female,0,0,50,united-states,<=50K
58,state-gov,198145,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,35,united-states,>50K
61,,198542,bachelors,13,divorced,,not-in-family,white,female,0,0,40,united-states,<=50K
32,private,142675,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
65,local-gov,205024,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,8,united-states,<=50K
17,private,110798,11th,7,never-married,sales,own-child,white,female,0,0,20,united-states,<=50K
49,private,186982,some-college,10,separated,exec-managerial,not-in-family,white,female,0,0,45,united-states,>50K
47,private,344916,assoc-acdm,12,divorced,transport-moving,not-in-family,black,male,0,0,40,united-states,<=50K
43,,152569,assoc-voc,11,widowed,,not-in-family,white,female,0,2339,36,united-states,<=50K
26,private,213081,hs-grad,9,never-married,adm-clerical,unmarried,black,female,0,0,40,jamaica,<=50K
55,private,234213,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50K
22,private,305781,hs-grad,9,never-married,sales,not-in-family,white,male,0,0,45,canada,<=50K
61,private,98776,11th,7,widowed,handlers-cleaners,not-in-family,white,female,0,0,30,united-states,<=50K
43,private,54611,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,60,united-states,<=50K
22,private,288132,some-college,10,never-married,sales,own-child,white,female,0,0,35,united-states,<=50K
48,private,102102,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,50,united-states,>50K
29,private,253262,some-college,10,never-married,craft-repair,not-in-family,white,female,0,0,40,united-states,<=50K
34,self-emp-not-inc,306982,bachelors,13,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,60,south,<=50K
31,private,400535,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50K
42,private,42703,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50K
56,,119254,10th,6,divorced,,not-in-family,white,female,0,0,40,united-states,<=50K
